country,iso3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,population,population_million,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90
Cyprus,CYP,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/cy/flat/64.png,1189265,1.189265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28028515,.28028515,.84085548,.5605703,.5605703,.5605703,.5605703,.5605703,.5605703,.84085548,1.1211406,.84085548,.84085548,.5605703,-.28028515,-.5605703,-.5605703,0,.28028515,.28028515,.28028515,.28028515,.5605703,.5605703,.28028515,0,0
Czech Republic,CZE,Europe,Eastern Europe,,,,,Europe,https://www.countryflags.io/cz/flat/64.png,10629928,10.629928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.031358007,.031358007,.094074018,.15679003,.25086406,.18814804,.15679003,.21950604,.43901208,.62716013,.72123414,.65851814,.68987614,.62716013,.72123414,.78395015,.90938216,1.0034562,1.0661722,.97209817,.94074017,.81530815,.75259215,1.0034562,.87802416,.81530815,.37629607
Germany,DEU,Europe,Western Europe,,,,,Europe,https://www.countryflags.io/de/flat/64.png,82905782,82.905785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0080412561,.0080412561,.012061885,.0040206281,.020103142,.024123769,.032165024,.040206283,.060309421,.06835068,.10855696,.17288701,.22515517,.2010314,.22515517,.29350585,.45031035,.57897043,.7438162,.91268259,1.0694871,1.2182504,1.3750548,1.5559831,1.8575302,2.010314,2.1068091,1.9178396,2.151036,2.2997992,3.0757806,3.2044406,3.0194917,1.5559831,1.6685607,1.7168082,2.2435105,3.1441312,3.4496989,4.571454
Djibouti,DJI,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/dj/flat/64.png,958920,.95892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.34761328,.69522655,.69522655,.34761328,0,0,0,0
Denmark,DNK,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/dk/flat/64.png,5793636,5.7936358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.057534397,.11506879,.17260319,.17260319,.11506879,.17260319,.28767198,.51780957,.40274078,.86301595,1.0931535,1.2082223,.97808474,1.1506879,1.7835662,1.7835662,1.4383599,1.4383599,1.8411007,2.6465821,2.8191853,3.2794604,3.2219262,2.761651,2.4164445,2.2438414,2.8767197,2.5315135,2.4164445,2.0712383,2.186307,2.2438414,2.0712383,2.0712383,1.898635
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.627165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.031366158,.031366158,.062732317,.031366158,.031366158,.031366158,.031366158,.12546463,.21956311,.21956311,.43912622,.56459087,.90961862,.69005549,.72142166,.56459087,.56459087,.5332247,.34502774,.69005549,.56459087,.94098473,.81552011,1.0037171,.87825245,.84688628,1.7251387,1.5996741,1.5055755,.50185853,.59595698,.6116401
Algeria,DZA,Africa,Northern Africa,,,,,Africa,https://www.countryflags.io/dz/flat/64.png,42228429,42.228428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0078935763,.015787153,.02368073,.02368073,.015787153,.0078935763,.02368073,.039467882,.055255037,.06314861,.06314861,.04736146,.031574305,.031574305,.06314861,.055255037,.06314861,.04736146,.071042188,.11840365,.21312657,.40257242,.48150817,.5683375,.52097607,.53676319,.49729532,.41835958,.48940176,.49729532,.55255038,.45782745,.44993386,.40257242,.33942381,.27627519,.26048803
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.084356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.039022055,.039022055,.039022055,0,0,.019511027,.05853308,.097555131,.21462129,.25364333,.39022052,.27315438,.31217644,.17559925,.39022052,.46826464,.46826464,.52679771,.68288594,1.1706616,1.3657719,1.5413711,1.1706616,.89750725,.93652928,1.2096837,1.5803932,1.502349,1.424305,1.1901727,1.1316396,1.0535954,1.0731065,.93652928,.99506235
Egypt,EGY,Africa,Northern Africa,,,,,Africa,https://www.countryflags.io/eg/flat/64.png,98423595,98.423592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0033867219,.0033867219,.0033867219,0,0,.0033867219,.0033867219,.0033867219,0,.0067734439,.013546888,.013546888,.013546888,.013546888,.027093776,.037253942,.033867218,.023707053,.016933609,.033867218,.05080083,.054187551,.037253942,.033867218,.040640663,.057574272,.067734435,.064347714,.067734435,.064347714,.077894606,.084668048,.11176182,.13885559,.14562905,.13885559,.098214932,.1083751,.081281327,.1083751,.09144149
Eritrea,ERI,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/er/flat/64.png,3213972,3.2139721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,Europe,Southern Europe,,,,,Europe,https://www.countryflags.io/es/flat/64.png,46796540,46.796539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.007123034,.014246068,.021369101,.028492136,.056984272,.099722475,.16382977,.17807585,.26355225,.19232191,.69805729,1.0043478,1.6667899,1.4887141,2.4075854,2.3790934,3.4760406,3.6327472,5.3565216,6.709898,9.0320072,10.207308,13.355688,14.630712,16.596668,16.632284,17.365957,18.363182,17.679371,18.40592,18.747826,19.474375,18.234966,16.333117,15.264662,14.944125,15.321646,15.001109,14.502497,12.921184,12.550786,11.931082,10.328399,10.677427,11.10481,13.451849
Estonia,EST,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/ee/flat/64.png,1321977,1.321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25214761,.25214761,.25214761,0,.50429523,.50429523,.75644279,.50429523,2.0171809,2.0171809,2.0171809,1.0085905,1.7650332,2.0171809,2.2693284,1.260738,.75644279,0,.25214761,1.0085905,1.7650332,2.521476,2.0171809,1.891107
Ethiopia,ETH,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/et/flat/64.png,109224559,109.22456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0061036334,.0061036334,.0061036334,0,0,.0030518167,.0030518167,.0030518167,0,0,0,0,0
Finland,FIN,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/fi/flat/64.png,5515525,5.5155249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.06043547,.06043547,.06043547,0,.12087094,.24174188,.36261281,.36261281,.36261281,.36261281,.48348376,.36261281,.36261281,.18130641,.48348376,.54391921,.42304829,.54391921,.72522563,.90653205,.84609658,.54391921,.84609658,.66479015,.90653205,.96696752,.96696752,.99718523
Fiji,FJI,Oceania,Melanesia,,,,,Oceania,https://www.countryflags.io/fj/flat/64.png,883483,.88348299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,FRA,Europe,Western Europe,,,,,Europe,https://www.countryflags.io/fr/flat/64.png,66977107,66.977104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0049768253,.0049768253,.0049768253,0,0,0,0,0,0,0,0,.0049768253,.0049768253,.0049768253,0,0,.0049768253,.0099536506,.0099536506,.014930476,.024884125,.034837775,.064698726,.04976825,.10949015,.14432792,.14432792,.22893396,.21400347,.21400347,.34340093,.28367904,.28367904,.47279838,1.5030012,2.0604055,2.1450117,2.0404983,2.677532,3.2697742,4.1606259,4.4542584,4.8922191,4.5289106,5.1211529,6.0169816,8.9433546,11.760238,14.850846,15.711837,13.392636,11.964288,13.775852,13.890319,16.418547,14.278511,14.746333,10.864409,8.80898,9.4410372,13.805713,14.696565,16.356337
Gabon,GAB,Africa,Sub-Saharan Africa,Middle Africa,,,,Africa,https://www.countryflags.io/ga/flat/64.png,2119275,2.1192751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15728648,.15728648,.15728648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,GBR,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/gb/flat/64.png,66460344,66.460342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0050155222,.010031044,.010031044,.010031044,.010031044,.020062089,.025077611,.020062089,.010031044,.065201789,.065201789,.23572955,.17052776,.25077611,.41127282,.61189371,.8125146,.7222352,.79245251,.94793373,.92285609,1.2187719,1.6902311,2.7785995,3.2600896,3.255074,3.8619523,5.6374474,7.5884852,9.1081886,9.8354397,10.096247,8.8674431,9.2586546,10.848575,13.065435,14.038447,13.933121,13.210886,11.891804,11.194646,11.315019,12.037253,12.202765
Georgia,GEO,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/ge/flat/64.png,3726549,3.7265489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.089448266,.17889653,.17889653,.17889653,.089448266,.089448266,0,0,0,0,0,0,0,0
Ghana,GHA,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/gh/flat/64.png,29767108,29.767109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.011198042,.011198042,.022396084,.011198042,.033594124,.022396084,.022396084,.011198042,.011198042,.011198042,0,0,0,0,0,0,0,0,.011198042,.011198042,.011198042,.022396084,.022396084,.022396084,0,0,0,0
Guinea,GIN,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/gn/flat/64.png,12414318,12.414318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.026850717,.026850717,.040276073
Gambia,GMB,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/gm/flat/64.png,2280102,2.280102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14619228,.14619228,.14619228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/gw/flat/64.png,1874309,1.8743089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,Middle Africa,,,,Africa,https://www.countryflags.io/gq/flat/64.png,1308974,1.308974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,Europe,Southern Europe,,,,,Europe,https://www.countryflags.io/gr/flat/64.png,10731726,10.731726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.031060552,.031060552,.031060552,.062121104,.093181662,.093181662,.062121104,.031060552,.062121104,.031060552,.24848442,.27954498,.34166607,.21742387,.21742387,.27954498,.24848442,.31060553,.37272665,.46590829,.52802938,.37272665,.31060553,.43484774,.55908996,.62121105,.49696884,.4037872,.31060553,.24848442,.34166607,.31060553,.34166607,.21742387,.24848442,.12424221,.18636332,.18636332
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.247807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.019326128,.019326128,.019326128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.019326128,.019326128,.038652256,.019326128,.019326128,0,0,0,.038652256,.038652256,.038652256,0,0,0
Guyana,GUY,Americas,Latin America and the Caribbean,South America,1,1,,Americas,https://www.countryflags.io/gy/flat/64.png,779004,.77900398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.42789683,.42789683,.42789683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.42789683,.42789683,1.2836905,.85579365,.85579365,0,0,.42789683,.85579365,.85579365,.42789683,0,0,0,0,0,0,0
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.5875216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.034767415,.034767415,.034767415,.069534831,.20860448,.20860448,.2433719,.2433719,.27813932,.17383707,.27813932,.2433719,.2433719,0,.034767415,.034767415,.069534831,.069534831,.069534831,.069534831,.20860448,.34767413,.46936008
Croatia,HRV,Europe,Southern Europe,,,,,Europe,https://www.countryflags.io/hr/flat/64.png,4087843,4.0878429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.081542596,.081542596,.081542596,0,0,0,0,.16308519,.16308519,.32617038,.24462779,.24462779,.081542596,0,.081542596,.16308519,.48925558,.65234077,.65234077,.48925558,.32617038,.32617038,.24462779,.16308519,.24462779,.32617038,.81542599,.81542599,.81542599,.48925558
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.123176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.029967461,.029967461,.029967461,0,.029967461,.029967461,.029967461,.029967461,.029967461,.029967461,0,0,0
Hungary,HUN,Europe,Eastern Europe,,,,,Europe,https://www.countryflags.io/hu/flat/64.png,9775564,9.7755642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.034098629,.034098629,.034098629,0,0,.068197258,.10229588,.17049314,.13639452,.17049314,.13639452,.10229588,.034098629,.034098629,.10229588,.17049314,.17049314,.23869041,.20459177,.34098628,.40918353,.44328219,.40918353,.51147944,.81836706,.95476162,1.0229589,.920663,1.1252548,1.0911561,1.2616493,1.193452,1.1252548,1.0229589
Indonesia,IDN,Asia,South-eastern Asia,,,,,Asia,https://www.countryflags.io/id/flat/64.png,267663435,267.66342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0012453451,.0012453451,.0049813804,.0049813804,.0049813804,.0012453451,0,.017434832,.024906902,.033624317,.023661558,.028642938,.021170868,.021170868,.012453451,.036115009,.039851043,.054795183,.044832423,.043587077,.042341735,.053549841,.059776567,.056040529,.042341735,.034869663,.034869663,.037360352,.052304495,.088419504,.10585433,.10834502,.11581709,.11581709,.16438556,.11955313,.12079848,.069116652
India,IND,Asia,Southern Asia,,,,,Asia,https://www.countryflags.io/in/flat/64.png,1352617328,1352.6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00024643581,.00024643581,.00049287162,.00024643581,.00024643581,0,.00024643581,.00024643581,.00049287162,.00049287162,.00024643581,.00073930743,.001232179,.0014786149,.001232179,.002464358,.002464358,.0029572297,.0017250506,.0029572297,.0027107939,.0076395101,.009857432,.0091181248,.0069002025,.0066537666,.015771892,.015771892,.019468429,.022179222,.023657838,.027107939,.02587576,.02760081,.02587576,.01823625,.022179222,.020330954
Ireland,IRL,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.8673091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.068484113,.068484113,.068484113,.068484113,.068484113,.068484113,0,0,.068484113,.068484113,.068484113,.068484113,.20545234,.27393645,.34242055,.89029342,1.0272616,1.849071,1.849071,2.1914916,2.3969438,2.6708803,3.0133009,3.3557215,3.5611737,4.1090465,3.6981421,4.9993401,5.2732763,6.0950856,5.2732763,5.8211493,4.8623719,5.3417606,5.8896337,7.5332522,8.2865772,8.2180929
Iran,IRN,Asia,Southern Asia,,,,,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0081499321,.0081499321,.016299864,.012224899,.024449797,.032599729,.044824626,.044824626,.057049528,.073349394,.097799189,.11409906,.13039891,.13854885,.15484871,.16707361,.1915234,.21597321,.35452205,.46047118,.59494507,.65199459,.78239352,.90871745,1.0472664,1.2021151,1.3814136,1.5362623,1.6748111,1.7563105,1.81336,1.7155608,1.6340615,1.5444121,1.5403372,1.5973867,1.7196357,1.8092849,1.7929851,1.6544362,1.5444121,1.5525621,1.6136866,1.6422113,1.6136866,1.6951859,1.80521,1.81336,1.7114857,1.5892369,1.5118124,1.4669878,1.4832877,1.4832877,1.4384631,1.328439,1.2347147,1.1572903,1.1369156
Iraq,IRQ,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.433601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.017345933,.017345933,.026018899,.017345933,.034691866,.026018899,.026018899,.0086729666,.017345933,.017345933,.026018899,.017345933,.0086729666,.0086729666,.017345933,.026018899,.052037798,.04336483,.060710765,.052037798,.086729661,.078056701,.11274856,.11274856,.11274856,.052037798,.052037798,.069383733,.086729661,.069383733,.034691866,.034691866,.060710765,.086729661,.078056701,.069383733,.04336483,.04336483,.026018899,.060710765,.069383733,.052037798,.026018899,.017345933,.026018899
Iceland,ISL,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/is/flat/64.png,352721,.35272101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7251697,0,.94503397,-3.7801359,.94503397,-.94503397,0,0,.94503397,.94503397,.94503397,.94503397,0,0,0,0,0,0,1.8900679,1.8900679,1.8900679,0,1.8900679,1.8900679,1.8900679,0,.94503397,1.8900679,1.8900679,.94503397,0,0,0,0
Israel,ISR,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.8828001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.037525706,.037525706,.037525706,.075051412,.15010282,.26267993,.33773133,.26267993,.26267993,.15010282,.30020565,.41278276,.75051409,.75051409,.67546266,.48783416,.63793695,.7880398,.90061688,1.0882454,1.1257712,1.0507197,.63793695,.7880398,.82556552,1.0131941,.97566831,1.0694826
